                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 2.7886,                 3.0251,                 2.2216,                 0.4912,                0.38401,                0.36448,                0.22892,                 2.7889,                 3.2297,                  2.252,               0.000867,               0.000867,               0.000867
                     16,                 2.8046,                 2.9287,                  2.238,                0.70042,                0.36557,                0.40127,                0.25297,                 2.8035,                 2.8271,                 2.2584,               0.000864,               0.000864,               0.000864
                     17,                 2.7532,                 2.8891,                 2.2263,                0.70088,                0.36439,                0.40749,                0.26559,                 2.8394,                 2.9414,                 2.2651,               0.000861,               0.000861,               0.000861
                     18,                 2.7301,                 2.8307,                 2.2023,                0.64634,                0.42222,                0.39401,                 0.2567,                 2.7381,                 2.9457,                 2.2315,             0.00085801,             0.00085801,             0.00085801
                     19,                 2.7393,                 2.8054,                 2.2063,                0.66613,                0.41781,                0.38378,                0.25108,                 2.7371,                 2.8069,                 2.2441,             0.00085501,             0.00085501,             0.00085501
                     20,                 2.7362,                 2.7226,                 2.1872,                0.71776,                0.41983,                0.45555,                0.28505,                  2.695,                 2.6011,                  2.222,             0.00085201,             0.00085201,             0.00085201
                     21,                 2.7431,                 2.7783,                 2.2394,                0.79824,                0.34615,                0.44905,                0.29246,                 2.6737,                 2.5467,                 2.2209,             0.00084901,             0.00084901,             0.00084901
                     22,                 2.6788,                 2.7498,                 2.2165,                0.57679,                0.43711,                0.46678,                0.31208,                 2.7164,                 2.4902,                 2.2586,             0.00084601,             0.00084601,             0.00084601
                     23,                 2.5955,                  2.568,                 2.1377,                0.53228,                0.44519,                0.43388,                0.28078,                 2.8106,                 2.4713,                 2.3163,             0.00084301,             0.00084301,             0.00084301
                     24,                 2.6341,                 2.5482,                 2.1929,                0.56851,                0.40447,                0.42126,                0.26783,                 2.8525,                 2.4909,                 2.3301,             0.00084001,             0.00084001,             0.00084001
                     25,                 2.6206,                 2.5683,                 2.1828,                0.55224,                0.39775,                0.39839,                0.24565,                  3.046,                 2.7805,                 2.4477,             0.00083701,             0.00083701,             0.00083701
                     26,                 2.6491,                 2.5321,                 2.1952,                0.78078,                0.43539,                0.51349,                0.33491,                 2.7736,                 2.4842,                   2.29,             0.00083401,             0.00083401,             0.00083401
                     27,                 2.5968,                 2.5438,                 2.2038,                0.74063,                 0.4745,                0.49049,                0.28954,                  2.765,                 2.3612,                 2.2603,             0.00083101,             0.00083101,             0.00083101
                     28,                 2.5455,                 2.4077,                  2.169,                0.72456,                0.43283,                0.47014,                0.27858,                 2.8188,                 2.3786,                 2.2983,             0.00082801,             0.00082801,             0.00082801
                     29,                 2.5839,                 2.4053,                 2.1416,                0.71539,                0.42634,                0.46738,                0.28056,                 2.7579,                 2.3605,                 2.2915,             0.00082501,             0.00082501,             0.00082501
                     30,                 2.6022,                 2.4183,                 2.1932,                0.75033,                0.45708,                0.48306,                0.31078,                 2.8925,                 2.4199,                 2.3832,             0.00082201,             0.00082201,             0.00082201
                     31,                 2.5749,                 2.4439,                 2.1802,                0.70164,                0.48878,                0.46982,                0.31169,                 2.7285,                 2.3267,                  2.278,             0.00081901,             0.00081901,             0.00081901
                     32,                 2.5252,                 2.3547,                 2.1662,                0.71629,                0.48788,                0.51217,                0.33556,                 2.5748,                 2.2526,                 2.2115,             0.00081601,             0.00081601,             0.00081601
                     33,                 2.5739,                 2.3033,                 2.1701,                0.74816,                0.50494,                 0.5104,                0.32238,                 2.6444,                 2.3613,                 2.2276,             0.00081301,             0.00081301,             0.00081301
                     34,                 2.4794,                 2.2907,                 2.1477,                0.77889,                0.53664,                0.53591,                0.35778,                 2.6372,                 2.2129,                 2.2136,             0.00081001,             0.00081001,             0.00081001
                     35,                 2.5212,                 2.1906,                 2.1127,                0.75527,                0.44305,                0.50763,                0.35035,                 2.6318,                 2.2704,                 2.2021,             0.00080701,             0.00080701,             0.00080701
                     36,                 2.4719,                 2.1953,                 2.1368,                0.63593,                0.48817,                0.53265,                0.35979,                  2.671,                 2.2483,                 2.2304,             0.00080401,             0.00080401,             0.00080401
                     37,                  2.506,                 2.1908,                 2.1634,                0.64555,                0.43986,                0.51041,                0.35581,                 2.6886,                 2.2683,                  2.221,             0.00080101,             0.00080101,             0.00080101
                     38,                 2.4463,                 2.1363,                 2.1091,                0.84452,                0.37994,                0.50493,                0.34157,                 2.6662,                 2.2568,                 2.2304,             0.00079801,             0.00079801,             0.00079801
                     39,                  2.475,                 2.0903,                 2.1116,                0.65036,                0.45478,                0.51339,                0.35032,                 2.5905,                 2.2268,                 2.2144,             0.00079501,             0.00079501,             0.00079501
                     40,                 2.4517,                 2.0885,                 2.1065,                0.71327,                0.50777,                0.50202,                0.34221,                 2.6214,                   2.29,                 2.2033,             0.00079201,             0.00079201,             0.00079201
                     41,                  2.469,                 2.0153,                 2.1052,                0.75574,                0.47692,                0.50211,                0.34322,                 2.6958,                 2.2318,                 2.2271,             0.00078901,             0.00078901,             0.00078901
                     42,                 2.4055,                 2.0682,                 2.1147,                0.78841,                  0.501,                0.51415,                0.34183,                 2.6215,                  2.134,                 2.2118,             0.00078601,             0.00078601,             0.00078601
                     43,                 2.4085,                 2.0337,                 2.1225,                0.78965,                0.43185,                0.49715,                 0.3338,                 2.7131,                 2.2019,                 2.2701,             0.00078301,             0.00078301,             0.00078301
                     44,                 2.3652,                 1.9894,                 2.0924,                0.77386,                0.42945,                0.50273,                 0.3459,                   2.63,                 2.1993,                 2.2342,             0.00078001,             0.00078001,             0.00078001
                     45,                 2.3904,                 2.0076,                 2.0964,                0.75437,                0.44858,                0.51374,                 0.3573,                 2.6059,                 2.1269,                 2.2313,             0.00077701,             0.00077701,             0.00077701
                     46,                 2.4059,                 1.9999,                 2.1321,                0.61021,                0.52472,                0.54977,                0.38463,                 2.5463,                 2.0361,                 2.1799,             0.00077401,             0.00077401,             0.00077401
                     47,                 2.4119,                 1.9748,                 2.1176,                 0.5998,                0.56379,                0.54685,                0.38225,                 2.6638,                 2.1479,                  2.223,             0.00077101,             0.00077101,             0.00077101
                     48,                  2.433,                 1.9475,                  2.111,                0.59608,                0.54465,                0.53537,                0.36594,                 2.6804,                 2.1505,                 2.2587,             0.00076801,             0.00076801,             0.00076801
                     49,                 2.4289,                 1.9589,                 2.1449,                0.79454,                0.42022,                0.51507,                0.34685,                 2.7134,                 2.1525,                 2.2796,             0.00076501,             0.00076501,             0.00076501
                     50,                 2.3766,                 1.8442,                  2.108,                0.79569,                0.45317,                0.51861,                0.35854,                 2.5307,                 2.0616,                  2.191,             0.00076201,             0.00076201,             0.00076201
                     51,                 2.3449,                 1.8531,                 2.0896,                0.81351,                0.47075,                0.53492,                0.37326,                 2.5625,                 2.0278,                 2.2215,             0.00075902,             0.00075902,             0.00075902
                     52,                  2.405,                 1.8956,                 2.0931,                0.79636,                0.45756,                 0.5263,                0.37035,                  2.562,                 1.9896,                 2.2039,             0.00075602,             0.00075602,             0.00075602
                     53,                  2.306,                 1.8261,                 2.0573,                0.63293,                0.57406,                0.55471,                0.38573,                 2.6075,                  1.991,                  2.219,             0.00075302,             0.00075302,             0.00075302
                     54,                 2.3368,                 1.8764,                 2.0676,                0.67605,                0.53297,                0.52929,                0.36224,                 2.7219,                  2.099,                 2.2866,             0.00075002,             0.00075002,             0.00075002
                     55,                 2.3241,                 1.8373,                 2.0825,                0.61908,                0.53941,                0.50868,                 0.3524,                 2.5837,                 2.0305,                 2.1881,             0.00074702,             0.00074702,             0.00074702
                     56,                  2.289,                 1.7837,                  2.053,                0.56988,                0.56008,                0.52396,                0.36773,                 2.5689,                 1.9659,                 2.2023,             0.00074402,             0.00074402,             0.00074402
                     57,                 2.2152,                 1.7732,                  2.055,                0.75405,                0.50927,                 0.5285,                0.37149,                 2.5717,                 1.9842,                 2.2101,             0.00074102,             0.00074102,             0.00074102
                     58,                 2.2691,                 1.7623,                 2.0821,                0.77868,                0.49286,                0.53552,                0.37472,                 2.5146,                 2.0028,                 2.1706,             0.00073802,             0.00073802,             0.00073802
                     59,                  2.167,                 1.7136,                  2.029,                0.71721,                 0.5349,                 0.5236,                0.35797,                 2.5227,                 2.0081,                 2.1981,             0.00073502,             0.00073502,             0.00073502
                     60,                 2.2054,                 1.7394,                 2.0607,                 0.6917,                0.53656,                0.54834,                0.38542,                 2.5065,                 1.9463,                 2.1877,             0.00073202,             0.00073202,             0.00073202
                     61,                 2.2215,                 1.6799,                 2.0477,                0.62505,                0.59576,                0.55712,                0.39003,                 2.5083,                 1.8899,                 2.2049,             0.00072902,             0.00072902,             0.00072902
                     62,                 2.2363,                 1.6588,                 2.0227,                0.69633,                0.60047,                0.59685,                0.41279,                 2.5155,                 1.9017,                 2.2191,             0.00072602,             0.00072602,             0.00072602
                     63,                 2.1543,                 1.6133,                 1.9995,                 0.7321,                0.51769,                0.51912,                0.34643,                 2.5522,                 1.9352,                 2.2425,             0.00072302,             0.00072302,             0.00072302
                     64,                 2.2314,                 1.7183,                  2.047,                0.74358,                0.49723,                0.52316,                0.34289,                 2.5706,                  1.925,                 2.2024,             0.00072002,             0.00072002,             0.00072002
                     65,                 2.1712,                 1.6695,                 2.0379,                0.58293,                0.55891,                0.53406,                0.35511,                 2.5539,                 1.9257,                 2.2204,             0.00071702,             0.00071702,             0.00071702
                     66,                 2.1274,                 1.6387,                 2.0225,                0.56498,                0.56531,                0.53475,                0.36301,                 2.6097,                 1.9818,                 2.2577,             0.00071402,             0.00071402,             0.00071402
                     67,                 2.2293,                 1.6659,                 2.0332,                0.64362,                0.58966,                0.60446,                0.40159,                 2.5558,                 1.8688,                 2.2131,             0.00071102,             0.00071102,             0.00071102
                     68,                 2.2046,                 1.6335,                 2.0348,                0.63202,                0.59955,                0.57694,                0.37831,                 2.5299,                 1.8266,                 2.1997,             0.00070802,             0.00070802,             0.00070802
                     69,                 2.1277,                 1.5965,                 2.0158,                0.65059,                0.49089,                0.51954,                0.35872,                 2.6013,                 1.8856,                 2.2447,             0.00070502,             0.00070502,             0.00070502
                     70,                 2.1624,                 1.6249,                 2.0087,                0.76509,                0.54318,                0.52676,                0.36552,                 2.5525,                 1.9089,                 2.2593,             0.00070202,             0.00070202,             0.00070202
                     71,                 2.2251,                 1.6239,                  2.031,                0.61313,                0.53081,                 0.5236,                0.36576,                 2.5487,                 2.0065,                 2.2308,             0.00069902,             0.00069902,             0.00069902
                     72,                 2.2311,                 1.6191,                 2.0414,                0.78195,                0.52526,                0.51062,                0.34798,                 2.5584,                 1.9058,                 2.2266,             0.00069602,             0.00069602,             0.00069602
                     73,                 2.1734,                 1.5769,                 2.0231,                0.75713,                0.50912,                0.50943,                0.35579,                 2.5215,                 1.8785,                 2.2106,             0.00069302,             0.00069302,             0.00069302
                     74,                 2.1633,                 1.5825,                 2.0249,                0.67015,                 0.4496,                0.51157,                0.35719,                 2.4884,                 1.8276,                 2.1931,             0.00069002,             0.00069002,             0.00069002
                     75,                 2.1276,                 1.5323,                 2.0122,                0.60493,                0.45811,                0.51044,                0.35646,                 2.5232,                 1.8561,                 2.2136,             0.00068702,             0.00068702,             0.00068702
                     76,                 2.1648,                 1.5316,                 2.0134,                0.58766,                0.51213,                0.57536,                0.36096,                 2.4981,                 1.8959,                 2.2061,             0.00068402,             0.00068402,             0.00068402
                     77,                 2.1492,                 1.5744,                 2.0068,                0.63805,                0.50509,                0.59555,                0.37408,                  2.483,                 1.8429,                 2.1968,             0.00068102,             0.00068102,             0.00068102
                     78,                 2.0558,                 1.4606,                 1.9741,                0.61735,                0.55785,                0.55419,                0.35294,                 2.5263,                 1.7977,                 2.2096,             0.00067802,             0.00067802,             0.00067802
                     79,                 2.0671,                 1.5165,                 1.9893,                 0.6261,                0.53772,                0.54703,                0.36631,                 2.5318,                 1.8046,                 2.2154,             0.00067502,             0.00067502,             0.00067502
                     80,                 2.1495,                 1.5709,                 2.0107,                0.72137,                0.53572,                0.51288,                0.34234,                 2.6056,                 1.8844,                 2.2482,             0.00067202,             0.00067202,             0.00067202
                     81,                 2.1177,                  1.485,                 1.9873,                0.74753,                0.48432,                0.53367,                0.33076,                 2.5959,                  1.896,                 2.2609,             0.00066902,             0.00066902,             0.00066902
                     82,                 2.1037,                 1.4853,                   2.03,                0.61927,                0.58816,                0.55724,                0.38206,                 2.5712,                 1.9072,                 2.2362,             0.00066602,             0.00066602,             0.00066602
                     83,                 2.1065,                 1.4511,                 1.9786,                0.80786,                0.49647,                0.54545,                 0.3787,                 2.5396,                 1.7651,                 2.2319,             0.00066302,             0.00066302,             0.00066302
                     84,                 2.0577,                 1.4735,                  1.983,                0.85253,                0.49166,                0.54997,                0.37572,                 2.5526,                  1.786,                 2.2191,             0.00066002,             0.00066002,             0.00066002
                     85,                 1.9972,                 1.3936,                 1.9626,                0.80042,                   0.51,                0.54362,                0.36625,                 2.4986,                 1.8216,                 2.2261,             0.00065703,             0.00065703,             0.00065703
                     86,                 2.0204,                 1.4333,                  1.976,                0.82569,                0.45575,                0.52545,                0.35749,                 2.4915,                  1.813,                  2.187,             0.00065403,             0.00065403,             0.00065403
                     87,                  2.094,                 1.4394,                 1.9944,                0.66071,                0.52808,                0.54443,                0.36362,                 2.5373,                 1.7971,                 2.2036,             0.00065103,             0.00065103,             0.00065103
                     88,                 2.0267,                 1.4314,                 1.9578,                0.83247,                 0.4925,                0.58595,                0.38612,                 2.5858,                 1.7579,                 2.2476,             0.00064803,             0.00064803,             0.00064803
                     89,                 2.0353,                 1.4022,                 1.9636,                0.65085,                0.52877,                0.65043,                0.41246,                  2.643,                 1.7541,                 2.2892,             0.00064503,             0.00064503,             0.00064503
                     90,                 2.0282,                 1.4148,                 1.9477,                 0.6599,                0.52521,                 0.6648,                0.41231,                 2.5698,                 1.7669,                 2.2531,             0.00064203,             0.00064203,             0.00064203
                     91,                 2.0091,                 1.4055,                 1.9762,                 0.6435,                0.51351,                0.53249,                 0.3466,                 2.6032,                 1.8121,                 2.2905,             0.00063903,             0.00063903,             0.00063903
                     92,                 1.9856,                 1.3768,                 1.9388,                0.74864,                0.53744,                 0.5338,                0.35443,                 2.5496,                 1.8113,                 2.2782,             0.00063603,             0.00063603,             0.00063603
                     93,                 1.9863,                 1.3868,                 1.9587,                0.59617,                0.55017,                0.54685,                0.35621,                 2.4975,                 1.7654,                 2.2504,             0.00063303,             0.00063303,             0.00063303
                     94,                 1.9668,                 1.4045,                 1.9563,                0.77489,                0.45965,                0.54304,                0.34247,                 2.5049,                 1.7869,                 2.2576,             0.00063003,             0.00063003,             0.00063003
                     95,                 1.9538,                 1.3677,                 1.9329,                0.62744,                0.52169,                0.55173,                 0.3682,                 2.4825,                 1.7259,                 2.2515,             0.00062703,             0.00062703,             0.00062703
                     96,                 1.9175,                 1.3489,                 1.9371,                  0.736,                0.53708,                0.51848,                 0.3433,                 2.5619,                 1.7534,                 2.2999,             0.00062403,             0.00062403,             0.00062403
                     97,                 1.9555,                 1.3336,                 1.9427,                0.79423,                0.48213,                0.53715,                 0.3694,                 2.5452,                 1.7919,                 2.2874,             0.00062103,             0.00062103,             0.00062103
                     98,                 1.9006,                 1.3227,                 1.9099,                0.75472,                0.59019,                0.63671,                0.42975,                 2.5502,                 1.7452,                 2.2708,             0.00061803,             0.00061803,             0.00061803
                     99,                 1.9442,                 1.3089,                 1.9005,                0.77602,                0.56751,                0.58145,                0.41044,                  2.509,                 1.7708,                 2.2638,             0.00061503,             0.00061503,             0.00061503
                    100,                 1.9231,                 1.3272,                 1.9247,                0.79175,                0.54264,                0.56292,                0.39584,                 2.5017,                 1.7443,                 2.2603,             0.00061203,             0.00061203,             0.00061203
                    101,                 1.9062,                 1.3153,                 1.9364,                0.81413,                0.55616,                0.58421,                0.40438,                 2.5244,                 1.7167,                 2.2515,             0.00060903,             0.00060903,             0.00060903
                    102,                 1.9386,                 1.3103,                 1.9282,                0.83705,                0.52069,                 0.5755,                0.38917,                 2.5779,                 1.6847,                 2.3016,             0.00060603,             0.00060603,             0.00060603
                    103,                 1.8833,                 1.3045,                 1.9315,                   0.84,                0.50566,                0.59682,                0.40285,                   2.58,                 1.6491,                 2.2934,             0.00060303,             0.00060303,             0.00060303
                    104,                 1.9851,                 1.3234,                 1.9648,                0.72265,                0.59825,                0.60235,                0.42236,                 2.5203,                  1.624,                 2.2812,             0.00060003,             0.00060003,             0.00060003
                    105,                 1.9758,                  1.289,                 1.9447,                0.77653,                0.57062,                0.63737,                0.42502,                 2.4621,                 1.6067,                 2.2346,             0.00059703,             0.00059703,             0.00059703
                    106,                 1.8928,                 1.2898,                 1.9337,                0.77281,                0.55682,                0.60776,                 0.4383,                  2.488,                 1.6883,                 2.2468,             0.00059403,             0.00059403,             0.00059403
                    107,                  1.905,                 1.2689,                  1.903,                0.67511,                 0.5202,                0.56504,                0.40158,                 2.4725,                 1.7271,                 2.2461,             0.00059103,             0.00059103,             0.00059103
                    108,                 1.9223,                 1.3246,                  1.925,                0.51635,                0.50421,                0.57612,                0.39126,                 2.4249,                 1.6801,                 2.2274,             0.00058803,             0.00058803,             0.00058803
                    109,                 1.8557,                 1.2434,                 1.9235,                0.65601,                0.50941,                0.53215,                0.36617,                 2.4578,                 1.6854,                 2.2325,             0.00058503,             0.00058503,             0.00058503
                    110,                 1.7968,                 1.2126,                  1.906,                0.81177,                0.48836,                0.55292,                0.37887,                 2.4668,                 1.7283,                 2.2247,             0.00058203,             0.00058203,             0.00058203
                    111,                 1.8418,                 1.2258,                 1.8923,                0.83971,                0.54163,                0.57935,                0.40307,                 2.4967,                  1.665,                 2.2522,             0.00057903,             0.00057903,             0.00057903
                    112,                 1.9136,                 1.3081,                 1.9239,                0.83862,                0.55146,                0.59489,                0.41359,                 2.4597,                 1.6778,                 2.2486,             0.00057603,             0.00057603,             0.00057603
                    113,                 1.8719,                 1.2561,                 1.8861,                0.82905,                0.48472,                0.57727,                 0.3978,                 2.5056,                 1.6935,                 2.2659,             0.00057303,             0.00057303,             0.00057303
                    114,                 1.8267,                 1.2456,                 1.9086,                0.77238,                0.53627,                0.59807,                 0.3973,                 2.5113,                 1.7721,                 2.2923,             0.00057003,             0.00057003,             0.00057003
                    115,                 1.7976,                 1.2392,                 1.9026,                0.84107,                0.48181,                0.58366,                0.38963,                  2.508,                 1.7063,                 2.2677,             0.00056703,             0.00056703,             0.00056703
                    116,                 1.8541,                 1.1956,                 1.9172,                0.80907,                0.49543,                0.57515,                 0.3835,                 2.5068,                 1.7119,                 2.2547,             0.00056403,             0.00056403,             0.00056403
                    117,                 1.9017,                 1.2517,                 1.8992,                0.80949,                0.51472,                0.57787,                0.38399,                 2.4715,                 1.7215,                 2.2399,             0.00056103,             0.00056103,             0.00056103
                    118,                 1.8088,                 1.1892,                 1.8784,                0.83558,                0.52209,                0.63594,                0.41905,                 2.5054,                 1.6422,                 2.2664,             0.00055804,             0.00055804,             0.00055804
                    119,                 1.8459,                  1.234,                 1.8905,                0.82022,                 0.4791,                0.62678,                0.40861,                 2.5023,                 1.6725,                 2.2912,             0.00055504,             0.00055504,             0.00055504
                    120,                 1.8161,                 1.1906,                 1.8894,                0.79413,                0.49026,                0.64653,                0.43909,                 2.5111,                  1.649,                 2.2994,             0.00055204,             0.00055204,             0.00055204
                    121,                 1.8087,                 1.2191,                 1.9019,                0.66746,                0.60817,                0.62924,                 0.4343,                 2.5015,                 1.7107,                 2.3208,             0.00054904,             0.00054904,             0.00054904
                    122,                 1.7768,                  1.225,                 1.9013,                0.76987,                0.58007,                0.60282,                0.41584,                 2.5295,                 1.7465,                 2.3088,             0.00054604,             0.00054604,             0.00054604
                    123,                  1.829,                 1.1931,                 1.8906,                0.75245,                0.55775,                0.58437,                0.38597,                 2.6108,                 1.6857,                 2.3289,             0.00054304,             0.00054304,             0.00054304
                    124,                 1.8216,                  1.222,                 1.9198,                0.74489,                0.54351,                0.62871,                0.40196,                 2.5794,                 1.6469,                 2.3274,             0.00054004,             0.00054004,             0.00054004
                    125,                 1.8181,                 1.1963,                  1.899,                0.81689,                0.52219,                0.67576,                0.41636,                   2.57,                 1.7179,                 2.3149,             0.00053704,             0.00053704,             0.00053704
                    126,                   1.77,                 1.1518,                 1.8603,                0.83817,                0.44576,                 0.5689,                 0.3875,                 2.4598,                  1.778,                 2.2438,             0.00053404,             0.00053404,             0.00053404
                    127,                 1.7832,                 1.1361,                 1.8687,                0.83611,                0.50506,                0.57791,                0.39569,                 2.4694,                 1.7493,                 2.2461,             0.00053104,             0.00053104,             0.00053104
                    128,                 1.8036,                  1.154,                 1.8746,                0.75452,                0.55524,                0.58918,                0.41323,                 2.5242,                 1.7327,                 2.2739,             0.00052804,             0.00052804,             0.00052804
                    129,                 1.7896,                  1.141,                 1.8644,                0.62784,                0.52033,                0.56155,                0.39299,                  2.487,                 1.7166,                  2.285,             0.00052504,             0.00052504,             0.00052504
                    130,                  1.763,                 1.1449,                 1.8744,                0.84911,                0.50314,                0.56258,                0.40105,                 2.6063,                 1.7441,                 2.3317,             0.00052204,             0.00052204,             0.00052204
                    131,                  1.799,                 1.1658,                 1.8939,                0.85671,                 0.5146,                0.56086,                0.39017,                 2.6109,                 1.7143,                  2.324,             0.00051904,             0.00051904,             0.00051904
                    132,                 1.7844,                 1.1771,                 1.9128,                0.83488,                0.53379,                0.55887,                0.38886,                 2.5357,                 1.6655,                 2.3021,             0.00051604,             0.00051604,             0.00051604
                    133,                 1.7912,                 1.1631,                 1.8857,                0.83588,                0.55071,                 0.5691,                0.39311,                 2.4398,                 1.6635,                 2.2425,             0.00051304,             0.00051304,             0.00051304
                    134,                 1.7291,                 1.1301,                 1.8657,                0.81918,                0.54618,                0.57455,                0.39584,                 2.4456,                 1.7207,                 2.2363,             0.00051004,             0.00051004,             0.00051004
                    135,                 1.7391,                 1.1151,                 1.8798,                0.81751,                0.55626,                0.56106,                0.38458,                 2.5025,                 1.6698,                 2.2768,             0.00050704,             0.00050704,             0.00050704
                    136,                 1.7201,                 1.1223,                 1.8639,                0.79547,                0.52405,                0.55405,                0.37504,                 2.5435,                 1.6731,                   2.31,             0.00050404,             0.00050404,             0.00050404
                    137,                 1.8023,                 1.1617,                  1.894,                0.77571,                0.52702,                 0.5455,                0.37168,                 2.5789,                  1.727,                 2.3361,             0.00050104,             0.00050104,             0.00050104
                    138,                 1.7432,                 1.1206,                 1.8675,                0.80322,                0.50767,                0.54098,                0.37527,                 2.4968,                 1.7452,                  2.302,             0.00049804,             0.00049804,             0.00049804
                    139,                 1.7623,                 1.1388,                 1.8938,                0.83464,                0.48507,                0.56936,                0.38761,                  2.546,                 1.6872,                 2.3295,             0.00049504,             0.00049504,             0.00049504
                    140,                 1.6967,                 1.0917,                 1.8453,                0.65393,                0.60517,                0.58788,                0.38792,                 2.5688,                 1.7077,                 2.3145,             0.00049204,             0.00049204,             0.00049204
                    141,                 1.7221,                 1.0879,                 1.8644,                 0.6049,                0.62011,                0.58137,                 0.3859,                 2.4968,                  1.716,                 2.2827,             0.00048904,             0.00048904,             0.00048904
                    142,                 1.7575,                  1.136,                 1.8976,                0.68306,                0.51646,                0.61947,                0.39872,                 2.5644,                 1.6995,                  2.302,             0.00048604,             0.00048604,             0.00048604
                    143,                 1.7177,                 1.0883,                 1.8805,                0.68481,                0.52802,                0.58705,                0.41542,                 2.5041,                 1.7183,                 2.2695,             0.00048304,             0.00048304,             0.00048304
                    144,                 1.7163,                 1.0887,                 1.8555,                0.67023,                0.50954,                0.57197,                0.40456,                 2.5368,                 1.6612,                 2.3069,             0.00048004,             0.00048004,             0.00048004
                    145,                 1.7242,                 1.0996,                 1.8617,                0.86502,                0.48947,                0.56651,                0.39735,                 2.5225,                 1.6578,                 2.3071,             0.00047704,             0.00047704,             0.00047704
                    146,                 1.6956,                 1.0958,                 1.8542,                0.66599,                0.53253,                0.55713,                0.37854,                 2.5347,                 1.6579,                 2.2988,             0.00047404,             0.00047404,             0.00047404
                    147,                 1.6946,                 1.0563,                 1.8375,                0.69603,                0.51096,                0.55018,                0.38647,                 2.4702,                 1.6505,                 2.2912,             0.00047104,             0.00047104,             0.00047104
                    148,                 1.6889,                 1.0886,                 1.8434,                 0.8261,                0.52133,                0.59088,                0.40464,                 2.4624,                 1.6376,                 2.2818,             0.00046804,             0.00046804,             0.00046804
                    149,                 1.6667,                 1.0876,                 1.8309,                 0.8355,                0.49623,                0.60934,                0.39515,                 2.4918,                 1.6115,                  2.271,             0.00046504,             0.00046504,             0.00046504
                    150,                 1.7274,                 1.1125,                 1.8469,                0.88403,                0.50317,                 0.6272,                0.41433,                 2.5697,                 1.6529,                 2.3063,             0.00046204,             0.00046204,             0.00046204
                    151,                 1.6921,                 1.0709,                 1.8501,                0.68235,                0.62481,                 0.6515,                0.41843,                 2.5285,                 1.6625,                 2.2978,             0.00045904,             0.00045904,             0.00045904
