                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.84281,                0.48968,                0.92523,                0.70214,                0.73726,                0.75767,                0.54336,                 1.1647,                0.64459,                 1.1073,             0.00064803,             0.00064803,             0.00064803
                    147,                0.80661,                0.47697,                0.92105,                0.74477,                0.69243,                0.76593,                0.53939,                 1.1394,                0.63548,                 1.1045,             0.00064623,             0.00064623,             0.00064623
                    148,                0.82751,                0.49452,                0.92481,                0.92049,                0.64604,                0.74609,                 0.5272,                 1.1379,                0.63318,                 1.1011,             0.00064443,             0.00064443,             0.00064443
                    149,                0.82858,                0.48695,                 0.9233,                0.70783,                0.73812,                0.74461,                0.51536,                 1.1625,                0.65676,                 1.1062,             0.00064263,             0.00064263,             0.00064263
                    150,                0.79885,                 0.4722,                0.92419,                0.80301,                0.77459,                0.80405,                0.56638,                 1.1565,                0.63015,                 1.1073,             0.00064083,             0.00064083,             0.00064083
                    151,                0.80442,                0.47396,                0.92012,                0.85511,                0.79004,                0.82116,                0.57821,                 1.1616,                 0.6291,                 1.1079,             0.00063903,             0.00063903,             0.00063903
                    152,                0.80668,                0.47632,                 0.9217,                0.93854,                0.68647,                0.80258,                  0.571,                  1.151,                0.60726,                 1.0967,             0.00063723,             0.00063723,             0.00063723
                    153,                0.81793,                0.48435,                0.92575,                   0.89,                0.71815,                0.78261,                0.55063,                 1.1473,                 0.6046,                  1.108,             0.00063543,             0.00063543,             0.00063543
                    154,                 0.7984,                0.46587,                0.91937,                0.84418,                0.72209,                0.76999,                0.54258,                 1.1463,                0.60734,                 1.1038,             0.00063363,             0.00063363,             0.00063363
                    155,                 0.8121,                0.47569,                0.92507,                0.82362,                0.70589,                0.77978,                0.54971,                 1.1624,                0.63172,                 1.1085,             0.00063183,             0.00063183,             0.00063183
                    156,                0.80994,                0.47344,                0.91981,                 0.7787,                0.72982,                0.78724,                0.55198,                 1.1696,                0.62041,                 1.1136,             0.00063003,             0.00063003,             0.00063003
                    157,                0.80551,                0.47475,                0.91604,                0.89937,                0.69573,                0.76419,                0.54983,                 1.1652,                0.62965,                 1.1156,             0.00062823,             0.00062823,             0.00062823
                    158,                0.80706,                0.47552,                 0.9228,                0.89276,                0.66654,                0.76957,                0.53707,                 1.1584,                 0.6359,                 1.1054,             0.00062643,             0.00062643,             0.00062643
                    159,                0.80814,                0.48015,                0.91628,                0.83444,                0.75539,                0.81546,                0.56369,                 1.1619,                0.62615,                 1.1157,             0.00062463,             0.00062463,             0.00062463
                    160,                0.77188,                0.46231,                0.91276,                0.71545,                0.77364,                 0.7918,                0.56523,                 1.1522,                0.67387,                 1.1083,             0.00062283,             0.00062283,             0.00062283
                    161,                0.80237,                0.46291,                0.91707,                0.76891,                0.71829,                0.76554,                0.53732,                 1.1484,                 0.6289,                 1.1098,             0.00062103,             0.00062103,             0.00062103
                    162,                0.80266,                0.46801,                0.92088,                0.76423,                0.75735,                0.79233,                0.56091,                  1.148,                0.62262,                 1.1103,             0.00061923,             0.00061923,             0.00061923
                    163,                 0.7979,                0.47016,                0.92225,                0.83307,                0.73078,                0.78337,                0.54373,                 1.1563,                0.62181,                 1.1167,             0.00061743,             0.00061743,             0.00061743
                    164,                0.79296,                0.46534,                0.92168,                0.69245,                0.74679,                0.78225,                0.55008,                 1.1763,                0.60315,                 1.1217,             0.00061563,             0.00061563,             0.00061563
                    165,                0.77447,                  0.455,                0.91395,                0.90827,                0.66454,                0.79624,                0.54855,                 1.1484,                0.60097,                 1.1014,             0.00061383,             0.00061383,             0.00061383
                    166,                0.79595,                0.46936,                 0.9179,                0.65184,                0.77742,                0.75169,                0.53033,                  1.174,                0.64835,                 1.1249,             0.00061203,             0.00061203,             0.00061203
                    167,                0.78381,                0.46313,                0.91647,                0.77268,                0.66838,                0.75579,                  0.535,                 1.1627,                0.64856,                 1.1125,             0.00061023,             0.00061023,             0.00061023
                    168,                0.78275,                0.46474,                0.91188,                0.73211,                0.72098,                0.74784,                0.52616,                  1.174,                0.63291,                 1.1258,             0.00060843,             0.00060843,             0.00060843
                    169,                0.79903,                0.47057,                 0.9171,                0.68064,                0.68311,                0.73729,                0.50763,                 1.1757,                0.65471,                 1.1337,             0.00060663,             0.00060663,             0.00060663
                    170,                0.78844,                0.46415,                0.91663,                0.70574,                0.77332,                0.78562,                0.54538,                 1.1695,                0.63403,                 1.1282,             0.00060483,             0.00060483,             0.00060483
                    171,                0.79892,                0.46755,                0.91748,                0.81301,                0.69996,                0.76101,                0.55084,                 1.1504,                0.61527,                 1.1208,             0.00060303,             0.00060303,             0.00060303
                    172,                0.77176,                0.45861,                0.91461,                0.85071,                0.75187,                0.79959,                0.58405,                 1.1428,                0.61398,                 1.1208,             0.00060123,             0.00060123,             0.00060123
                    173,                0.77432,                0.45179,                0.91336,                0.76654,                 0.7243,                0.76238,                0.55687,                 1.1457,                 0.6063,                 1.1156,             0.00059943,             0.00059943,             0.00059943
                    174,                0.77282,                0.45337,                0.90889,                0.78669,                0.68234,                0.77329,                0.56302,                 1.1444,                0.60569,                 1.1056,             0.00059763,             0.00059763,             0.00059763
                    175,                0.76277,                0.44492,                0.90783,                0.69835,                0.75392,                0.75443,                0.55125,                 1.1311,                0.61054,                  1.112,             0.00059583,             0.00059583,             0.00059583
                    176,                0.76715,                0.45526,                0.90333,                0.69662,                0.65988,                0.73979,                0.53434,                  1.141,                 0.6079,                 1.1119,             0.00059403,             0.00059403,             0.00059403
                    177,                 0.7616,                0.44678,                 0.9104,                0.73757,                0.71516,                0.76645,                0.55228,                  1.166,                0.60747,                 1.1172,             0.00059223,             0.00059223,             0.00059223
                    178,                0.77584,                0.45258,                0.91285,                0.75744,                0.71788,                0.77487,                0.54013,                 1.1694,                0.59793,                 1.1219,             0.00059043,             0.00059043,             0.00059043
                    179,                0.75419,                0.44228,                0.90307,                0.86179,                0.73228,                0.79007,                 0.5481,                 1.1462,                0.60526,                 1.1094,             0.00058863,             0.00058863,             0.00058863
                    180,                0.76314,                0.44756,                0.90681,                0.76709,                0.76945,                0.80154,                0.55201,                 1.1559,                0.60681,                 1.1152,             0.00058683,             0.00058683,             0.00058683
                    181,                 0.7626,                0.44155,                0.90233,                0.78807,                0.76252,                0.81902,                0.58991,                 1.1315,                0.58417,                 1.1039,             0.00058503,             0.00058503,             0.00058503
                    182,                0.76964,                0.44991,                 0.9054,                0.69426,                0.73972,                0.77883,                0.55786,                 1.1616,                0.60852,                 1.1292,             0.00058323,             0.00058323,             0.00058323
                    183,                0.75604,                 0.4346,                0.91038,                0.75972,                0.75505,                0.80511,                0.57245,                 1.1439,                0.61288,                 1.1127,             0.00058143,             0.00058143,             0.00058143
                    184,                0.77773,                0.45279,                0.91226,                0.84564,                0.77803,                0.83347,                0.58343,                 1.1561,                0.59522,                 1.1137,             0.00057963,             0.00057963,             0.00057963
                    185,                0.76988,                0.44485,                0.90593,                0.86571,                0.66858,                0.79096,                0.56365,                  1.153,                0.62977,                   1.12,             0.00057783,             0.00057783,             0.00057783
                    186,                0.76788,                0.44791,                0.91642,                0.79667,                0.75121,                0.80523,                0.58836,                 1.1376,                0.59828,                 1.1126,             0.00057603,             0.00057603,             0.00057603
                    187,                 0.7581,                0.43974,                0.90874,                0.82044,                0.73124,                0.78786,                0.56304,                 1.1468,                0.60774,                 1.1111,             0.00057423,             0.00057423,             0.00057423
                    188,                0.77791,                0.44993,                 0.9103,                0.79415,                 0.7215,                0.77221,                0.55384,                 1.1504,                0.61616,                 1.1094,             0.00057243,             0.00057243,             0.00057243
                    189,                0.74857,                0.44182,                0.89731,                0.78116,                 0.6989,                0.76154,                0.53275,                 1.1682,                0.61417,                 1.1278,             0.00057063,             0.00057063,             0.00057063
                    190,                0.76137,                0.44796,                0.90554,                0.70947,                0.78978,                0.77469,                0.55387,                 1.1489,                0.61022,                 1.1191,             0.00056883,             0.00056883,             0.00056883
                    191,                0.76101,                0.44641,                0.90223,                0.67363,                0.73839,                0.73793,                0.53166,                 1.1542,                0.61534,                   1.12,             0.00056703,             0.00056703,             0.00056703
                    192,                0.76001,                0.44607,                0.90484,                0.79478,                 0.6743,                0.75719,                0.54872,                 1.1494,                0.61257,                  1.118,             0.00056523,             0.00056523,             0.00056523
                    193,                0.74997,                0.43839,                0.89793,                0.76926,                0.71638,                0.76651,                0.55414,                 1.1592,                0.62314,                 1.1189,             0.00056343,             0.00056343,             0.00056343
                    194,                0.75104,                0.43643,                0.90349,                0.76235,                0.72488,                0.75434,                0.55774,                 1.1654,                0.61998,                 1.1259,             0.00056163,             0.00056163,             0.00056163
                    195,                0.73162,                0.43235,                0.89205,                  0.788,                0.71904,                0.76838,                0.55373,                 1.1534,                0.62685,                 1.1265,             0.00055983,             0.00055983,             0.00055983
                    196,                0.74503,                0.43529,                0.90015,                0.68423,                 0.7413,                0.77406,                0.54847,                 1.1526,                0.62781,                 1.1281,             0.00055804,             0.00055804,             0.00055804
                    197,                0.73213,                0.43413,                0.90179,                 0.7905,                0.73468,                0.77411,                0.55529,                 1.1641,                0.63972,                 1.1218,             0.00055624,             0.00055624,             0.00055624
                    198,                0.74449,                0.44185,                 0.9017,                0.72667,                0.76329,                0.78963,                0.54944,                 1.1369,                 0.5976,                 1.1132,             0.00055444,             0.00055444,             0.00055444
                    199,                0.71291,                0.42684,                0.89385,                0.77788,                0.75714,                0.78992,                0.55183,                 1.1405,                0.61311,                 1.1179,             0.00055264,             0.00055264,             0.00055264
                    200,                 0.7356,                0.43735,                0.89985,                0.92123,                0.67334,                0.78591,                0.56416,                 1.1421,                0.59267,                 1.1191,             0.00055084,             0.00055084,             0.00055084
                    201,                0.74256,                 0.4366,                0.90325,                0.82589,                0.72025,                0.77756,                0.55963,                 1.1329,                0.58911,                  1.119,             0.00054904,             0.00054904,             0.00054904
                    202,                0.72215,                0.43704,                0.89245,                 0.8992,                0.68987,                0.78304,                0.56452,                 1.1396,                0.60926,                 1.1179,             0.00054724,             0.00054724,             0.00054724
                    203,                0.72772,                0.43185,                0.89382,                0.87416,                0.72087,                0.78751,                0.55959,                 1.1491,                0.61846,                 1.1161,             0.00054544,             0.00054544,             0.00054544
                    204,                0.73352,                0.43288,                0.89441,                0.75826,                0.72789,                0.77753,                0.55616,                 1.1563,                0.62187,                 1.1185,             0.00054364,             0.00054364,             0.00054364
                    205,                0.73678,                0.43784,                  0.896,                0.71767,                0.75519,                 0.7873,                0.55995,                  1.139,                0.59882,                 1.1161,             0.00054184,             0.00054184,             0.00054184
                    206,                0.74117,                0.43534,                 0.9006,                0.79349,                0.78553,                 0.8013,                0.56727,                 1.1607,                0.59441,                 1.1215,             0.00054004,             0.00054004,             0.00054004
                    207,                0.72802,                0.42281,                0.89255,                0.79499,                0.73923,                0.80094,                0.56752,                 1.1453,                0.60202,                 1.1186,             0.00053824,             0.00053824,             0.00053824
                    208,                0.72053,                0.42407,                0.89035,                0.79816,                0.72733,                0.79313,                0.56179,                 1.1574,                0.59938,                 1.1232,             0.00053644,             0.00053644,             0.00053644
                    209,                0.72718,                0.42235,                0.89697,                0.75615,                0.77503,                0.78466,                0.54486,                 1.1682,                0.61164,                 1.1207,             0.00053464,             0.00053464,             0.00053464
                    210,                0.70347,                 0.4156,                0.88391,                0.76832,                0.77603,                0.77966,                0.56267,                 1.1391,                0.59073,                  1.113,             0.00053284,             0.00053284,             0.00053284
                    211,                0.72416,                0.42422,                0.89322,                0.73746,                0.74766,                0.76158,                 0.5441,                 1.1356,                0.58489,                 1.1214,             0.00053104,             0.00053104,             0.00053104
                    212,                0.72033,                0.42571,                0.88808,                0.73236,                0.74931,                0.76174,                0.54506,                 1.1509,                0.58248,                 1.1149,             0.00052924,             0.00052924,             0.00052924
                    213,                0.72121,                0.42365,                0.89377,                0.72087,                0.75655,                0.77205,                0.55559,                 1.1546,                0.59112,                 1.1174,             0.00052744,             0.00052744,             0.00052744
                    214,                0.70959,                0.42234,                0.89113,                0.83146,                0.72893,                0.78627,                0.55722,                  1.148,                0.59763,                 1.1331,             0.00052564,             0.00052564,             0.00052564
                    215,                0.70968,                0.42245,                0.89446,                0.73317,                0.71167,                0.78917,                0.57219,                 1.1558,                0.60431,                 1.1269,             0.00052384,             0.00052384,             0.00052384
                    216,                0.72124,                0.42232,                0.88971,                0.74925,                0.73745,                0.76986,                0.54927,                  1.144,                0.60978,                 1.1158,             0.00052204,             0.00052204,             0.00052204
                    217,                0.70388,                0.41957,                0.89148,                0.75076,                0.74425,                0.79457,                0.54921,                 1.1385,                0.59932,                 1.1179,             0.00052024,             0.00052024,             0.00052024
                    218,                0.71635,                0.41676,                0.89602,                0.75881,                0.71729,                0.76365,                0.54283,                 1.1392,                0.59906,                 1.1227,             0.00051844,             0.00051844,             0.00051844
                    219,                  0.716,                0.41985,                0.89086,                0.81833,                0.68852,                0.77537,                0.55109,                 1.1512,                0.57961,                 1.1177,             0.00051664,             0.00051664,             0.00051664
                    220,                0.69984,                0.41598,                0.88341,                0.75181,                0.74514,                0.78054,                0.55275,                 1.1441,                0.57934,                 1.1148,             0.00051484,             0.00051484,             0.00051484
                    221,                0.70597,                0.41551,                0.89125,                0.81499,                0.72736,                0.79739,                0.56411,                 1.1414,                0.58721,                 1.1169,             0.00051304,             0.00051304,             0.00051304
                    222,                0.71445,                0.42026,                0.89025,                0.72129,                0.70039,                0.76461,                 0.5547,                 1.1592,                0.61661,                 1.1327,             0.00051124,             0.00051124,             0.00051124
                    223,                0.69784,                0.41493,                0.88589,                 0.9292,                0.66471,                0.77026,                0.54309,                 1.1451,                0.59287,                 1.1268,             0.00050944,             0.00050944,             0.00050944
                    224,                0.70445,                0.41792,                0.89091,                0.87591,                0.70311,                 0.8078,                0.55342,                 1.1452,                0.60533,                 1.1133,             0.00050764,             0.00050764,             0.00050764
                    225,                0.70497,                0.41701,                0.89063,                0.74216,                0.76566,                0.76545,                0.52683,                 1.1347,                0.60481,                 1.1123,             0.00050584,             0.00050584,             0.00050584
                    226,                0.71297,                0.41475,                  0.893,                0.71423,                0.74857,                0.78117,                 0.5468,                 1.1336,                0.61418,                 1.1142,             0.00050404,             0.00050404,             0.00050404
                    227,                0.68501,                0.40912,                0.88903,                0.91345,                0.67778,                0.78815,                0.56483,                 1.1478,                0.60957,                 1.1201,             0.00050224,             0.00050224,             0.00050224
                    228,                0.68529,                0.40614,                0.88289,                0.73586,                0.75165,                0.77141,                0.55937,                 1.1389,                0.60108,                 1.1179,             0.00050044,             0.00050044,             0.00050044
                    229,                0.69227,                0.40829,                 0.8857,                0.81316,                 0.7094,                0.77106,                0.54669,                 1.1352,                0.58969,                 1.1144,             0.00049864,             0.00049864,             0.00049864
                    230,                0.69043,                0.40965,                0.88378,                0.84759,                0.75844,                0.80202,                0.56716,                 1.1279,                0.60649,                  1.116,             0.00049684,             0.00049684,             0.00049684
                    231,                0.68462,                0.40883,                0.89014,                0.81311,                0.76718,                 0.8218,                0.57516,                 1.1389,                0.58738,                 1.1162,             0.00049504,             0.00049504,             0.00049504
